Date,Year,Month,Max,Min,Precip
2006.02,2006,2,32,19,69.40000153
2006.03,2006,3,32,20,81.09999847
2006.04,2006,4,34,21,132.6000061
2006.05,2006,5,33,21,68.09999847
2006.06,2006,6,29,18,67.19999695
2006.07,2006,7,26,15,102.8000031
2006.08,2006,8,21,9,8.800000191
2006.09,2006,9,20,9,14.10000038
2006.1,2006,10,22,7,2
2006.11,2006,11,24,6,1.5
2006.12,2006,12,29,10,1
2007.01,2007,1,30,16,59.09999847
2007.02,2007,2,31,18,70.19999695
2007.03,2007,3,33,20,83.30000305
2007.04,2007,4,32,20,145.8000031
2007.05,2007,5,32,21,77.09999847
2007.06,2007,6,27,17,120.5999985
2007.07,2007,7,26,15,32.70000076
2007.08,2007,8,19,7,48.40000153
2007.09,2007,9,18,5,8.399999619
2007.1,2007,10,19,2,10.80000019
2007.11,2007,11,19,3,2
2007.12,2007,12,27,12,4.900000095
2008.01,2008,1,29,16,50.40000153
2008.02,2008,2,32,17,42.5
2008.03,2008,3,33,19,100.4000015
2008.04,2008,4,32,20,166.6999969
2008.05,2008,5,30,20,153
2008.06,2008,6,28,17,153.3000031
2008.07,2008,7,26,13,75.19999695
2008.08,2008,8,23,9,11.60000038
2008.09,2008,9,18,4,1.899999976
2008.1,2008,10,23,8,1.5
2008.11,2008,11,25,7,2.099999905
2008.12,2008,12,27,10,6
2009.01,2009,1,28,15,39.79999924
2009.02,2009,2,33,18,72.80000305
2009.03,2009,3,33,20,93
2009.04,2009,4,33,19,100.5999985
2009.05,2009,5,32,21,67.30000305
2009.06,2009,6,31,18,140.3000031
2009.07,2009,7,29,16,25.70000076
2009.08,2009,8,23,10,25.89999962
2009.09,2009,9,20,5,1.5
2009.1,2009,10,20,2,1.600000024
2009.11,2009,11,26,8,0.800000012
2009.12,2009,12,25,9,2.400000095
2010.01,2010,1,31,15,6
2010.02,2010,2,33,20,80.19999695
2010.03,2010,3,31,20,122.9000015
2010.04,2010,4,34,20,88.69999695
2010.05,2010,5,31,22,135.8000031
2010.06,2010,6,30,19,72.30000305
2010.07,2010,7,25,13,88.69999695
2010.08,2010,8,20,8,40.90000153
2010.09,2010,9,19,7,4.300000191
2010.1,2010,10,19,2,12.30000019
2010.11,2010,11,21,5,1
2010.12,2010,12,27,11,15.10000038
2011.01,2011,1,28,13,41.90000153
2011.02,2011,2,31,16,64
2011.03,2011,3,33,19,79.59999847
2011.04,2011,4,32,20,134
2011.05,2011,5,29,20,176.5
2011.06,2011,6,28,16,94.59999847
2011.07,2011,7,26,14,74.90000153
2011.08,2011,8,22,10,8.899999619
2011.09,2011,9,18,7,14
2011.1,2011,10,19,4,9.699999809
2011.11,2011,11,22,5,3.299999952
2011.12,2011,12,29,11,12.69999981
2012.01,2012,1,28,14,38.20000076
2012.02,2012,2,32,19,54.29999924
2012.03,2012,3,33,19,75.30000305
2012.04,2012,4,35,21,70.30000305
2012.05,2012,5,33,22,142.6999969
2012.06,2012,6,30,18,56.59999847
2012.07,2012,7,25,15,121.9000015
2012.08,2012,8,23,12,13.30000019
2012.09,2012,9,20,6,4.099999905
2012.1,2012,10,19,3,4.599999905
2012.11,2012,11,23,7,4.599999905
2012.12,2012,12,28,12,11.30000019
2013.01,2013,1,29,16,67.80000305
2013.02,2013,2,31,19,43.29999924
2013.03,2013,3,34,20,41.29999924
2013.04,2013,4,34,20,81.5
2013.05,2013,5,32,20,92.5
2013.06,2013,6,28,16,60.79999924
2013.07,2013,7,28,14,28.5
2013.08,2013,8,23,9,7
2013.09,2013,9,21,8,39.5
2013.1,2013,10,20,5,2.099999905
2013.11,2013,11,23,4,4.300000191
2013.12,2013,12,26,9,5.699999809
2014.01,2014,1,30,15,89.5
2014.02,2014,2,32,18,38.5
2014.03,2014,3,36,22,80.80000305
2014.04,2014,4,35,21,131.1000061
2014.05,2014,5,29,20,180.3000031
2014.06,2014,6,27,15,103.4000015
2014.07,2014,7,25,15,84.09999847
2014.08,2014,8,21,11,45.09999847
2014.09,2014,9,19,8,25.29999924
2014.1,2014,10,20,5,9.399999619
2014.11,2014,11,26,7,1.399999976
2014.12,2014,12,28,12,6.599999905
2015.01,2015,1,31,17,35.40000153
2015.02,2015,2,30,17,70.5
2015.03,2015,3,32,18,97.19999695
2015.04,2015,4,33,20,142.1000061
2015.05,2015,5,30,20,151.6999969
2015.06,2015,6,28,18,155.3999939
2015.07,2015,7,28,16,43.20000076
2015.08,2015,8,22,12,15.80000019
2015.09,2015,9,20,8,4.599999905
2015.1,2015,10,21,5,18.79999924
2015.11,2015,11,24,9,17.60000038
2015.12,2015,12,27,11,6.199999809
2016.01,2016,1,25,13,53.20000076
2016.02,2016,2,28,16,94.30000305
2016.03,2016,3,33,19,114
2016.04,2016,4,34,21,170.5
2016.05,2016,5,32,22,119.6999969
2016.06,2016,6,27,16,89
2016.07,2016,7,23,14,155.3000031
2016.08,2016,8,19,9,31.5
2016.09,2016,9,16,4,47.70000076
2016.1,2016,10,19,5,7
2016.11,2016,11,25,7,17
2016.12,2016,12,27,9,3.5
2017.01,2017,1,27,14,44.40000153
2017.02,2017,2,30,16,98.59999847
2017.03,2017,3,33,20,67.90000153
2017.04,2017,4,35,21,75.80000305
2017.05,2017,5,32,20,156
2017.06,2017,6,28,17,155.8999939
2017.07,2017,7,25,13,80.30000305
2017.08,2017,8,21,10,22.70000076
2017.09,2017,9,20,6,11.10000038
2017.1,2017,10,21,7,4.699999809
2017.11,2017,11,24,8,3.799999952
2017.12,2017,12,26,10,12.60000038
2018.01,2018,1,29,14,29.10000038
2018.02,2018,2,33,18,27.89999962
2018.03,2018,3,34,20,137.8000031
2018.04,2018,4,33,19,153.8999939
2018.05,2018,5,32,20,69.69999695
2018.06,2018,6,30,16,37.90000153
2018.07,2018,7,28,17,66.59999847
2018.08,2018,8,22,12,49.29999924
2018.09,2018,9,18,4,2.700000048
2018.1,2018,10,17,4,23.89999962
2018.11,2018,11,23,5,2.099999905
2018.12,2018,12,29,13,13.80000019
2019.01,2019,1,26,14,83.90000153
2019.02,2019,2,30,18,82.09999847
2019.03,2019,3,32,19,101.1999969
2019.04,2019,4,32,20,206.3999939
2019.05,2019,5,31,20,64.30000305
2019.06,2019,6,26,16,178.8000031
2019.07,2019,7,25,14,151.6000061
2019.08,2019,8,21,10,29
2019.09,2019,9,19,7,7.800000191
2019.1,2019,10,20,5,5.900000095
